species,Protein,asymptote,mid,m,Tm,r2
Homo sapiens K562 cells,Q86V21,0.0544832115117135,44.0254968884632,1629.72933463321,44.17463379184207,0.9965397236021908
Homo sapiens K562 cells,Q2M2I8,0.0038301984705359,50.4192744711809,998.582518111848,50.44427929059026,0.997585212578458
Homo sapiens K562 cells,Q13685,0.0716130685100106,46.18368725091325,575.8787844823867,46.76854178832378,0.9631694725051518
Homo sapiens K562 cells,P49588,0.0003589720678046,52.65424234582316,1606.180908417846,52.6577830080194,0.9978238332584378
Homo sapiens K562 cells,Q5JTZ9,0.0438728767898054,49.17457659223146,1759.421192219609,49.31235223785583,0.9708566747894498
Homo sapiens K562 cells,Q9BTE6,0.0176319251957932,48.9424635328085,1705.726465730164,48.992824427851865,0.9995615020942876
Homo sapiens K562 cells,Q4L235,0.0052446762600818,48.864433892892826,1034.2441636937726,48.889704816014536,0.997759422871104
Homo sapiens K562 cells,Q9NRN7,0.0162717992403596,51.53480873768684,1685.3857949668336,51.59148184971182,0.9986863310703228
Homo sapiens K562 cells,P33527,0.0705848662996642,53.41650411920407,1359.706575238475,53.74309647288669,0.9611026594341124
Homo sapiens K562 cells,O15439,0.0897173932077592,52.41815353807798,1063.2117305840825,52.93591980968196,0.951877616917136
Homo sapiens K562 cells,P61221,8.607859171866965e-29,61.00050602178735,1216.9628762176694,61.000518736175,0.9638539454434948
Homo sapiens K562 cells,Q8NE71,0.0287660401777108,50.96546945917487,1414.4269458581168,51.07782112227973,0.996915583534914
Homo sapiens K562 cells,Q9UG63,0.0811281746718159,53.06267193384494,1614.6542099342832,53.38492014801999,0.9882879765360384
Homo sapiens K562 cells,Q9NUQ8,0.0237971460570182,42.74556827413468,1647.621186003697,42.79868062508658,0.999113810015435
Homo sapiens K562 cells,Q8NFV4,0.0473795382990031,48.42474947066973,1396.8947180125467,48.59958165970331,0.9848792147444736
Homo sapiens K562 cells,Q96IU4,9.390600215750923e-27,51.25721750762939,919.5264653713624,51.26186575335761,0.9953233010673131
